codigo,descripcion,valor_en_inventario,moneda
14927,SILLA FIJA DE MADERA CON PARRILLA,1500.0,PESOS
14928,SILLA FIJA DE MADERA CON PARRILLA,1500.0,PESOS
14929,ARCHIVERO METALICO 4 GAVETAS,1667.5,PESOS
14930,DISCO 8 KGS.,1450.0,PESOS
14931,DISCO 6 KGS.,1450.0,PESOS
14932,DISCO 1/2 KG.,1450.0,PESOS
14933,SILLA FIJA TAPIZADA EN VINIL AZUL,1500.0,PESOS
14934,IMPRESORA MCA. HP,8508.85,PESOS
14935,IMPRESORA A COLOR MCA. HP LASER  MOD. 2025D,9792.25,PESOS
14936,SILLA FIJA TAPIZADA EN VINIL AZUL,1500.0,PESOS
14937,DISCO 1/2 KG.,1450.0,PESOS
14938,IMPRESORA MCA. HP MOD. LASER JET 2100,15900.81,PESOS
14939,SILLA FIJA TAPIZADA EN VINIL AZUL,1500.0,PESOS
14940,IMPRESORA MCA. HP LASER JET 8150 DN,40171.8,PESOS
14941,IMPRESORA LASER HP,5834.57,PESOS
14942,SILLA FIJA TAPIZADA EN VINIL AZUL,246.1,PESOS
14943,IMPRESORA MCA. HP MOD. LASER JET 2200D,8508.85,PESOS
14944,IMPRESORA LASER  MCA. LEXMARK MOD. T642N,16243.75,PESOS
14945,MESA BIPERSONAL,672.75,PESOS
14946,IMPRESORA LASER MCA. TALLYGENICOM MOD. 9330,5022.05,PESOS
14947,MESA BIPERSONAL,672.75,PESOS
14948,IMPRESORA LASER  MCA. LEXMARK MOD. T642N,23559.54,PESOS
14949,MESA BIPERSONAL,672.75,PESOS
14950,IMPRESORA MCA. HP MOD. LASER JET 2100,10332.0,PESOS
14951,IMPRESORA LASER  MCA. LEXMARK MOD. T642N,16243.75,PESOS
14952,IMPRESORA LASER A COLOR MCA. XEROX MOD. PHASER 6280N,11507.2,PESOS
14953,IMPRESORA MCA. HP BUSSINES INKJET 2300,5022.0,PESOS
14954,IMPRESORA MCA. HP,10332.0,PESOS
14955,IMPRESORA LASER BLANCO Y NEGRO MCA. BROTHER,2447.02,PESOS
14956,IMPRESORA LASER BLANCO Y NEGRO MCA. KYOCERA MITA MOD. FS-1300D,3210.98,PESOS
14957,IMPRESORA MCA. HP LASER JET 2100,5834.57,PESOS
14958,IMPRESORA LASER  MCA. HP,5834.57,PESOS
14959,IMPRESORA LASER BLANCO Y NEGRO MCA. KYOCERA MITA MOD. FS-1300D,3210.98,PESOS
14960,ARCHIVERO METALICO 4 GAVETAS,1667.5,PESOS
14961,IMPRESORA MCA. HP,5834.57,PESOS
14962,IMPRESORA MCA. HP LASER JET 6P,5834.57,PESOS
14963,IMPRESORA MCA. HP,5834.57,PESOS
14964,MULTIFUNCIONAL LASER BROTHER DCP-1602,1871.08,PESOS
14965,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,216.0,PESOS
14966,SILLA DE VISITA EN TELA AZUL,456.34,PESOS
14967,NO BREAK MCA. APC MOD. BE550G,1339.8,PESOS
14968,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,212.75,PESOS
14969,SILLA EJECUTIVA MCA. BANGKOK,1998.68,PESOS
14970,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14971,SILLA DE VISITA EN TELA AZUL,456.34,PESOS
14972,ARCHIVERO METALICO 4 GAVETAS TAMAÃO OFICIO ALMENDRA,3998.52,PESOS
14973,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
14974,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14975,MODULO PARA COMPUTADORA,1825.86,PESOS
14976,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
14977,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14978,MESA PARA COMPUTADORA,1825.86,PESOS
14979,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
14980,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
14981,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14982,PORTA CPU,2856.26,PESOS
14983,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14984,DISCO 6 KGS.,1450.0,PESOS
14985,ARCHIVERO METÃLICO DE 4 GAVETAS MCA. NOBILITY MOD. ARM-11,2272.61,PESOS
14986,DISCO 6 KGS.,1450.0,PESOS
14987,SILLA FIJA DE MADERA CON PARRILLA,1500.0,PESOS
14988,MODULO PARA COMPUTADORA,1825.86,PESOS
14989,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
14990,ESCRITORIO DE MADERA,1667.5,PESOS
14991,IMPRESORA LASER  MCA. LEXMARK MOD. T642N,16243.75,PESOS
14992,IMPRESORA LASER A COLOR MCA. XEROX MOD. PHASER 6280N,11507.2,PESOS
14993,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14994,NO BREAK MCA. APC MOD. BE550G,1339.8,PESOS
14995,IMPRESORA LASER MCA. HP,5834.57,PESOS
14996,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
14997,CPU MCA. ACER AX1900,7962.24,PESOS
14998,DISCO 6 KGS.,1450.0,PESOS
14999,IMPRESORA MCA. HP LASER JET 2200D,10332.0,PESOS
15000,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15001,DISCO 6 KGS.,1450.0,PESOS
15002,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,212.8,PESOS
15003,IMPRESORA,10332.0,PESOS
15004,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15005,IMPRESORA LASSER JET 2100,5834.57,PESOS
15006,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15007,DISCO 6 KGS.,1450.0,PESOS
15008,IMPRESORA MCA. HP,10332.0,PESOS
15009,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15010,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15011,ARCHIVERO METALICO 4 GAVETAS,880.0,PESOS
15012,DISCO 6 KGS.,1450.0,PESOS
15013,IMPRESORA LASER MCA. HP,5834.57,PESOS
15014,IMPRESORA MCA. HP,10332.0,PESOS
15015,DISCO 6 KGS.,1450.0,PESOS
15016,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15017,IMPRESORA MCA. HP,8508.85,PESOS
15018,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15019,DISCO 6 KGS.,1450.0,PESOS
15020,IMPRESORA MCA. HP 2100,10332.0,PESOS
15021,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15022,IMPRESORA MCA. HP LASER JET MOD. 2300D,8786.0,PESOS
15023,IMPRESORA LASER MCA. HP,5834.57,PESOS
15024,DISCO 6 KGS.,1450.0,PESOS
15025,PERCHERO METALICO,1551.91,PESOS
15026,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15027,IMPRESORA LASER BLANCO Y NEGRO MCA. KYOCERA MITA MOD. FS-1300D,3210.98,PESOS
15028,IMPRESORA LASER BLANCO Y NEGRO MCA. KYOCERA MITA MOD. FS-1300D,3210.99,PESOS
15029,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,216.0,PESOS
15030,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15031,PIZARRON,834.9,PESOS
15032,DISCO 6 KGS.,1450.0,PESOS
15033,IMPRESORA MCA. HP LASER JET 6P,5834.57,PESOS
15034,SILLA DE VISITA EN TELA AZUL,456.34,PESOS
15035,IMPRESORA MCA. LEXMARK,10322.0,PESOS
15036,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15037,IMPRESORA LASER MCA. HP,5834.57,PESOS
15038,SILLA DE VISITA EN TELA AZUL,456.34,PESOS
15039,IMPRESORA LASER A COLOR MCA. XEROX MOD. PHASER 6280N,11507.2,PESOS
15040,DISCO 6 KGS.,1450.0,PESOS
15041,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,216.0,PESOS
15042,IMPRESORA LASER JET,10098.0,PESOS
15043,DISCO 6 KGS.,1450.0,PESOS
15044,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15045,IMPRESORA HP. LASER JET,10276.4,PESOS
15046,DISCO 2 KGS.,1450.0,PESOS
15047,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15048,IMPRESORA LASER MCA. HP MOD. LASER JET P2055DN,9033.16,PESOS
15049,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15050,IMPRESORA LASER MCA. TALLYGENICOM MOD. 9330,5022.05,PESOS
15051,IMPRESORA LASER XEROX  PHASER 6280N,11507.2,PESOS
15052,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15053,FAX MCA. SAMSUNG MOD. LASSER 4521F,3363.33,PESOS
15054,MESA BINARIA,522.1,PESOS
15055,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,216.0,PESOS
15056,MESA BINARIA,343.85,PESOS
15057,MESA BINARIA,522.1,PESOS
15058,MESA BINARIA,343.85,PESOS
15059,IMPRESORA MCA. HP MOD. LASSER JET 2300D,3210.98,PESOS
15060,MESA BINARIA,522.1,PESOS
15061,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15062,MESA BINARIA,343.85,PESOS
15063,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15064,MESA BINARIA,343.85,PESOS
15065,ARCHIVERO METALICO 4 GAVETAS,2272.61,PESOS
15066,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15067,MESA BINARIA,343.85,PESOS
15068,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,216.0,PESOS
15069,ESCRITORIO EJECUTIVO DE 152X75X75 CMS.,2185.0,PESOS
15070,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15071,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15072,SILLA EJECUTIVA OFFICE DEPOT SPORT ERGO NEGRO/GRIS,3237.56,PESOS
15073,ESCANER MCA. HP,10223.5,PESOS
15074,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15075,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15076,ESCANER MCA. HP,10223.5,PESOS
15077,IMPRESORA MCA. HP,10066.23,PESOS
15078,DISCO 2 KGS.,1450.0,PESOS
15079,ESCANER MCA. HP MOD. 3500C,2004.45,PESOS
15080,MESA BINARIA,522.1,PESOS
15081,IMPRESORA MCA  EPSON,2411.88,PESOS
15082,MODULO PARA COMPUTADORA,2162.0,PESOS
15083,IMPRESORA MULTIFUNCIONAL,6264.0,PESOS
15084,ESCANER DE CAMA PLANA MCA. HEWLETT PACKARD MOD. 5590,5980.0,PESOS
15085,NO BREAK,1339.8,PESOS
15086,DISCO 2 KGS.,1450.0,PESOS
15087,IMPRESORA MULTIFUNCIONAL MCA. HP,6376.0,PESOS
15088,ESCANER DE CAMA PLANA MCA. HEWLETT PACKARD MOD. 5590,5980.0,PESOS
15089,MULTIFUNCIONAL HP,6971.6,PESOS
15090,DISCO 6 KGS.,1450.0,PESOS
15091,ESCANER,1750.0,PESOS
15092,"COMPUTADORA DE ESCRITORIO HP PAVILION 24-R100, 24R110LA-INTEL CORE I56GB DDRAM, 1TB HDD",21587.6,PESOS
15093,FAX MULTIFUNCIONAL MCA. SAMSUNG MOD. LASSER 4521F,3363.33,PESOS
15094,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRON,1500.0,PESOS
15095,IMPRESORA MCA. HP DESKJET,10322.0,PESOS
15096,ESCANER DE CAMA PLANA MCA. HEWLETT PACKARD MOD. 5590,5980.0,PESOS
15097,IMPRESORA MULTIFUNCIONAL MCA. HP  MOD. OFFICE JET 5610,8250.27,PESOS
15098,DISCO 6 KGS.,1450.0,PESOS
15099,SILLA FIJA TIPO TRINEO CON PALETA TAPIZADA EN TELA MARRÃN,1500.0,PESOS
15100,DISCO 6 KGS.,1450.0,PESOS
15101,ESCANER DE CAMA PLANA MCA. HEWLETT PACKARD MOD. 5590,7985.96,PESOS
15102,ESCANER MCA. HP,1750.0,PESOS
15103,DISCO 6 KGS.,1450.0,PESOS
15104,IMPRESORA MCA. HP MOD. LASER JET 3005DN,15525.0,PESOS
15105,IMPRESORA LASER MCA. XEROX MOD. 6000B,3160.33,PESOS
15106,DISCO 2 KGS.,1450.0,PESOS
15107,IMPRESORA MCA. HP DESKJET,10322.0,PESOS
15108,FAX MULTIFUNCIONAL,3363.33,PESOS
15109,DISCO 6 KGS.,1450.0,PESOS
15110,NO BREAK MCA. TRIPP LITE MOD. OMNISMART 500,2100.67,PESOS
15111,VIDEO PROYECTOR MCA. SONY MOD. VPL-EX145,10997.96,PESOS
15112,REGULADOR,4855.27,PESOS
15113,ESCRITORIO EN L,2162.0,PESOS
15114,NO BREAK MCA. BEST POWER,1645.5,PESOS
15115,NO BREAK MCA. APC MOD. BE550G,1339.8,PESOS
15116,REGULADOR MCA. FORTRESS 750,1645.5,PESOS
15117,NO BREAK MCA. TRIPP LITE,1645.5,PESOS
15118,NO BREAK MCA. TRIPP LITE,4881.67,PESOS
15119,REGULADOR MCA. COMPLET,323.0,PESOS
15120,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,757.85,PESOS
15121,REGULADOR MCA. PATRIOT 425,1645.5,PESOS
15122,NO BREAK MCA. FORZA MOD. SL751,1551.41,PESOS
15123,NO BREAK MCA. TRIPP LITE,4881.67,PESOS
15124,REGULADOR MCA. TRIPP LITE,1645.5,PESOS
15125,REGULADOR MCA. TRIPP LITE,4855.27,PESOS
15126,NO BREAK MCA. TRIPP LITE,1645.5,PESOS
15127,ESCRITORIO DE METAL CON CUBIERTA DE MADERA EN FORMA DE L,6499.0,PESOS
15128,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,1645.5,PESOS
15129,NO BREACK MARCA APC,13282.0,PESOS
15130,TELEFONO SECRETARIAL UNILINEA MCA. PANASONIC,213.56,PESOS
15131,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,1645.5,PESOS
15132,NO BREAK MCA. FORTRESS 750,1645.5,PESOS
15133,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,440.11,PESOS
15134,SILLON EJECUTIVO DE RESPALDO ALTO MCA WOODS MOD. E16DA,971.75,PESOS
15135,GRABADORA,1721.0,PESOS
15136,SISTEMA DE ARCHIVO MOVIL,133127.17,PESOS
15137,ANAQUEL METALICO 6 GAVETAS,176.0,PESOS
15138,ANAQUEL METALICO 6 GAVETAS,176.0,PESOS
15139,ANAQUEL METALICO 6 GAVETAS,176.0,PESOS
15140,ANAQUEL METALICO 6 GAVETAS,176.0,PESOS
15141,ANAQUEL METALICO 6 GAVETAS,176.0,PESOS
15142,SILLA FIJA DE MADERA,1500.0,PESOS
15143,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15144,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15145,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15146,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15147,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15148,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15149,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15150,COMPUTADORA MCA. HP MOD. DSKTOP ATLX2,9659.04,PESOS
15151,PANTALLA 1.70X1.75 MTS,1449.0,PESOS
15152,PANTALLA DE PARED,1101.42,PESOS
15153,PANTALLA DE PARED MCA. APOLLO,1449.0,PESOS
15154,PANTALLA DE PARED,1101.42,PESOS
15155,REGULADOR,1645.5,PESOS
15156,PANTALLA PARA PROYECTOR,4754.0,PESOS
15157,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,498.8,PESOS
15158,NO BREAK MCA. TRIPP LITE,4881.67,PESOS
15159,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,1645.5,PESOS
15160,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,1645.5,PESOS
15161,REGULADOR MCA. TRIPP LITE,4855.27,PESOS
15162,NO BREAK MCA. SL751,1792.58,PESOS
15163,REGULADOR MCA. SOLA BASIC MOD. MICROVOLT,498.8,PESOS
15164,REGULADOR MCA. TRIPP LITE,1645.5,PESOS
15165,PIZARRON ELECTRONICO MCA. SUN,1825.86,PESOS
15166,SILLA FIJA TIPO TRINEO TAPIZADA EN TELA VERDE,1500.0,PESOS
15167,NO BREAK MCA. TRIPP LITE MOD. OMNISMART 500,1897.5,PESOS
15168,REGULADOR MCA MICRO SR 800 ISR SOLA BASIC,1943.5,PESOS
15169,NO-BREAK VICA WAVE 1000,2196.5,PESOS
15170,PIZARRON ELECTRONICO MCA. SUN,1330.21,PESOS
15171,REGULADOR MCA. PLUS 1000 VICA,1645.5,PESOS
15172,PERCHERO METALICO,5122.21,PESOS
15173,LIBRERO COLGANTE,592.25,PESOS
15174,SILLA SECRETARIAL TAPIZADA EN TELA AZUL,1794.0,PESOS
15175,ARCHIVERO AMBIDIESTRO,746.0,PESOS
15176,ESCRITORIO DE MADERA,2162.0,PESOS
15177,REGULADOR MCA. SOLA BASIC,1645.5,PESOS
15178,PORTA CPU,2856.26,PESOS
15179,CAJONERA DE MADERA,2156.25,PESOS
15180,ANAQUEL METALICO,176.0,PESOS
15181,SILLA TIPO TRINEO TAPIZADA EN COLOR MORADO,1500.0,PESOS
15182,REGULADOR MCA. TRIPP LITE,4855.27,PESOS
15183,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15184,NO BREAK VICA WAVE 1000,2196.5,PESOS
15185,NO BREAK MCA. BEST POWER,4881.67,PESOS
15186,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15187,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15188,NO BREAK MCA. FORTRESS 750,1645.5,PESOS
15189,NO BREAK MCA. FORTRESS 750,1645.5,PESOS
15190,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15191,NO BREAK MCA. FORTRESS 750,1645.5,PESOS
15192,NO BREAK MCA. BEST POWER FORTRESS 750,323.0,PESOS
15193,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15194,NO BREAK MCA. BASIC MOD. SR800 NET,1943.5,PESOS
15195,REGULADOR MCA. FORTRESS 750,4855.27,PESOS
15196,NO BREAK MCA. FORTRESS 750,1645.5,PESOS
15197,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15198,NO BREAK MCA. FORTRESS 750,1897.5,PESOS
15199,REGULADOR MCA. TRIPP LITE,4855.27,PESOS
15200,MESA BINARIA,343.85,PESOS
15201,MESA BINARIA,343.85,PESOS
15202,MESA BINARIA,343.85,PESOS
15203,MESA BINARIA,343.85,PESOS
15204,BOCINAS MCA. JBL,7094.35,PESOS
15205,MESA BINARIA,343.85,PESOS
15206,PANTALLA MCA. DA-LITE,2165.11,PESOS
15207,MESA BINARIA,343.85,PESOS
15208,MESA BINARIA,343.85,PESOS
15209,SILLA TIPO TRINEO TAPIZADA EN TELA MORADA,1500.0,PESOS
15210,MESA BIPERSOLAN,2600.0,PESOS
15211,EXTINTOR,580.0,PESOS
15212,MICROFONO  INALAMBRICO CON CODIFICADOR,8371.0,PESOS
15213,MICROFONO  INALAMBRICO,8371.0,PESOS
15214,GUILLOTINA,7376.0,PESOS
15215,MAQUINA DE ESCRIBIR ELECTRICA MCA. IBM,6518.0,PESOS
15216,ENGARGOLADORA MARCA EBC IMAGE MODELO MAKER 1000,6134.75,PESOS
15217,MAQUINA DE ESCRIBIR LOGICA 3001,6518.0,PESOS
15218,MAQUINA DE ESCRIBIR ELECTRICA MCA. OLIVETTI MOD. LOGICA 3001,6518.0,PESOS
15219,MAQUINA DE ESCRIBIR ELECTRICA MCA. LOGICA 3001,6518.0,PESOS
15220,MAQUINA DE ESCRIBIR ELECTRICA MCA. LOGICA 3001,6518.0,PESOS
15221,MAQUINA DE ESCRIBIR ELECTRICA MCA. LOGICA 3001,6518.0,PESOS
15222,MAQUINA DE ESCRIBIR ELECTRICA MCA. LOGICA 3001,6518.0,PESOS
15223,MAQUINA DE ESCRIBIR LOGICA 3006,6518.0,PESOS
15224,MAQUINA DE ESCRIBIR ELECTRICA MCA. IBM,2875.0,PESOS
15225,MAQUINA DE ESCRIBIR LOGICA 3006,6518.0,PESOS
15226,MAQUINA DE ESCRIBIR ELECTRICA MCA. IBM,6518.0,PESOS
15227,MAQUINA DE ESCRIBIR MCA. OLIVETTI ET-1250,2942.0,PESOS
15228,MAQUINA DE ESCRIBIR MCA. OLIVETTI ET-1250,2875.0,PESOS
15229,VIDEO CASSETERA MCA. DAEWOO,2306.21,PESOS
15230,MAQUINA DE ESCRIBIR MCA. IBM,6518.0,PESOS
15231,MAQUINA DE ESCRIBIR ELECTRICA MCA. FACIT,2942.0,PESOS
15232,FRANQUEADORA MCA. PITNEY BOWES,5018.61,PESOS
15233,CALCULADORA LOGICA 204,2190.21,PESOS
15234,CALCULADORA LOGICA,2190.21,PESOS
15235,ARCHIVERO METALICO,746.0,PESOS
15236,LIBRERO DE MADERA,2156.25,PESOS
15237,SILLA SECRETARIAL TAPIZADA EN TELA NEGRA,216.0,PESOS
15238,SILLA GIRATORIA CON BRAZOS TAPIZ AZUL,216.0,PESOS
15239,ESCRITORIO DE MADERA,3335.0,PESOS
15240,ARCHIVERO AMBIDIESTRO,1667.5,PESOS
15241,CREDENZA DE MADERA,1779.0,PESOS
15242,TELEFONO MCA. FOX CANNON,3288.04,PESOS
15243,PORTA CPU,2856.26,PESOS
15244,SILLA  GIRATORIA CON BRAZOS TAPIZADA EN TELA AZUL,1794.0,PESOS
15245,COMPUTADORA MCA. LENOVO MOD. M58,13120.54,PESOS
15246,IMPRESORA LASER  MCA. LEXMARK MOD. T642N,16243.75,PESOS
15247,SILLA SILLA GIRATORIA CON BRAZOS TAPIZADA EN TELA AZUL,1794.0,PESOS
15248,GRABADORA MCA. MAJESTIC,1330.21,PESOS
15249,SILLA CON PALETA METALICA CROMADA TELA GRIS,1500.0,PESOS
15250,COMPUTADORA MCA. DELL,12766.85,PESOS
15251,MONITOR  DELL,12766.85,PESOS
15252,MONITOR MCA. DELL,5102.76,PESOS
15253,CPU MCA. DELL,8514.16,PESOS
15254,CPU MCA. HEWLETT PACKARD MOD. WG165LA,17864.0,PESOS
15255,CPU MCA. DELL,7200.74,PESOS
15256,SILLA  DE MADERA CON PARRILLA,1500.0,PESOS
15257,SILLA DE MADERA  CON PARRILLA,1500.0,PESOS
15258,SILLA DE MADERA SIN PARRILLA,1500.0,PESOS
15259,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15260,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15261,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15262,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15263,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15264,MESA BIPERSONAL,4754.0,PESOS
15265,MODULO PARA COMPUTADORA,1127.0,PESOS
15266,SILLA DE MADERA CON PARRILLA,1500.0,PESOS
15267,MESA PARA COMPUTADORA,2600.0,PESOS
15268,MESA PARA IMPRESORA,4754.0,PESOS
15269,REPIZA DE MADERA AGLOMERADA,5118.96,PESOS
15270,MESA BIPERSONAL,2600.0,PESOS
15271,ANAQUEL METALICO,176.0,PESOS
15272,ANAQUEL METALICO,176.0,PESOS
15273,ANAQUEL METALICO,176.0,PESOS
15274,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15275,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15276,DISCO 2 KGS.,1450.0,PESOS
15277,DISCO 1 KG.,1450.0,PESOS
15278,DISCO 2 KGS.,1450.0,PESOS
15279,DISCO 1 KG.,1450.0,PESOS
15280,DISCO 2 KGS.,1450.0,PESOS
15281,DISCO 1 KG.,1450.0,PESOS
15282,DISCO 2 KGS.,1450.0,PESOS
15283,DISCO 1 KG.,1450.0,PESOS
15284,MESA BINARIA,343.85,PESOS
15285,DISCO 6 KGS.,1450.0,PESOS
15286,MESA BINARIA,343.85,PESOS
15287,DISCO 4 KGS.,1450.0,PESOS
15288,DISCO 1 KG.,1450.0,PESOS
15289,DISCO 6 KGS.,1450.0,PESOS
15290,DISCO 4 KGS.,1450.0,PESOS
15291,DISCO 1 KG.,1450.0,PESOS
15292,CPU MCA. DELL MOD. OPTIPLEX GX620,12766.85,PESOS
15293,COMPUTADORA MCA. DELL MOD. OPTIPLEX 755,10205.51,PESOS
15294,DISCO 6KG,500.0,PESOS
15295,DISCO 4 KGS.,1450.0,PESOS
15296,PROYECTOR 3M MOD. 1612AAAM,2735.0,PESOS
15297,CAÃON PROYECTOR MCA. ELKI MOD. LC-X1000,106950.0,PESOS
15298,DISCO 6KG,500.0,PESOS
15299,DISCO 4 KGS.,1450.0,PESOS
15300,DISCO 1 KG.,1450.0,PESOS
15301,COMPUTADORA MCA. DELL MOD. OPTIPLEX 755,10205.51,PESOS
15302,VIDEO CASSETERA MCA. MITSUBISHI,2306.21,PESOS
15303,DISCO 4 KGS.,1450.0,PESOS
15304,VIDEO CASSETERA MITSUBISHI,2306.21,PESOS
15305,REPRODUCTOR DE DVD MCA. MITSUI,1442.61,PESOS
15306,REPRODUCTOR DE DVD MCA. DAEWOO,4193.69,PESOS
15307,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15308,DISCO 2 KGS.,1450.0,PESOS
15309,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15310,DISCO 6 KGS.,1450.0,PESOS
15311,MESA BINARIA,343.85,PESOS
15312,MESA BINARIA,343.85,PESOS
15313,DISCO 4 KGS.,1450.0,PESOS
15314,DISCO 2 KGS.,1450.0,PESOS
15315,DISCO 6 KGS.,1450.0,PESOS
15316,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,350.0,PESOS
15317,DISCO 4 KGS.,1450.0,PESOS
15318,SILLA PARA MESA BINARIA EN PLASTICO AZUL SIN PALETA,246.1,PESOS
15319,DISCO 2 KGS.,1450.0,PESOS
15320,CPU MCA. DELL,7200.74,PESOS
